"elev","UTMX","UTMY","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","y.11","y.12","y.13","y.14","y.15","y.16","y.17","y.18","y.19","y.20","y.21","y.22","y.23","y.24","y.25","y.26","y.27","y.28","y.29","y.30","y.31","y.32","y.33","y.34","y.35","y.36","y.37","y.38","y.39","y.40","y.41","y.42","y.43","y.44","y.45","y.46","y.47","y.48","y.49","y.50","y.51","y.52","y.53","y.54","y.55","y.56","y.57","y.58","y.59","y.60","y.61","y.62","y.63","y.64","y.65","y.66","y.67","y.68","y.69","y.70","y.71","y.72","y.73","y.74","y.75","y.76","y.77","y.78","y.79","y.80","y.81","y.82","y.83","y.84","y.85","y.86","y.87","y.88","y.89","y.90","y.91","y.92","y.93","y.94","y.95","y.96","y.97","y.98","y.99","y.100","y.101","y.102","y.103","y.104","y.105","y.106","y.107","y.108","y.109","y.110","y.111","y.112","y.113","y.114","y.115","y.116","y.117","y.118","y.119","y.120","y.121","y.122","y.123","y.124","y.125","y.126","y.127","y.128","y.129"
288,5921725.46384302,2834892.00917592,-5.27777777777778,-1.66666666666667,4.83333333333333,7.83333333333333,14.2777777777778,18.4444444444444,19.1111111111111,19.2777777777778,15,9.66666666666667,3.66666666666667,-4.44444444444444,-4.05555555555556,-2.88888888888889,0.555555555555556,8.66666666666667,14.4444444444444,19.4444444444444,19.7222222222222,21.5555555555556,15.9444444444444,10.3333333333333,6.16666666666667,1.55555555555555,-0.166666666666667,0.333333333333334,2.83333333333333,9.77777777777778,12.8333333333333,19.1111111111111,22.0555555555556,21.3333333333333,17.2777777777778,8.61111111111111,3,-2.38888888888889,-7.05555555555556,-6,1.11111111111111,6.5,12.2777777777778,18.6111111111111,21.8333333333333,21,15.6111111111111,7.44444444444444,5.55555555555556,-1.16666666666667,-8.83333333333333,-3.66666666666667,2.27777777777778,8.33333333333333,14.9444444444444,17.1111111111111,19.3888888888889,19.5555555555556,16.2222222222222,8.77777777777778,4.16666666666667,-2.61111111111111,-5.44444444444444,-2.16666666666667,-0.611111111111112,9.72222222222222,11.5555555555556,20.7777777777778,21.6666666666667,21.8888888888889,17.5,10.1666666666667,4.38888888888889,-3.38888888888889,-0.388888888888889,-2.55555555555556,2.22222222222222,9.16666666666667,13.6666666666667,19.2222222222222,22.7222222222222,20.3333333333333,15.3333333333333,9.11111111111111,6.66666666666667,-1.44444444444445,-1.44444444444445,-6.16666666666667,1.11111111111111,6.72222222222222,15.5,18.7222222222222,20.5,20,17,12.8888888888889,3.27777777777778,-2.27777777777778,-3.16666666666667,-2.88888888888889,0.666666666666668,9.11111111111111,11.7222222222222,19.4444444444444,22.0555555555556,19.1666666666667,16.1666666666667,8.38888888888889,3.38888888888889,-1.22222222222222,-7.72222222222222,-2.83333333333333,1.55555555555555,8.83333333333333,13.5555555555556,17.3333333333333,19.2222222222222,20.7777777777778,14.6666666666667,7.72222222222222,6.27777777777778,-2.61111111111111,-3.94444444444445,-2.72222222222222,4.94444444444444,10.4444444444444,15.4444444444444,19.5555555555556,22.7222222222222,20.7777777777778,17.8888888888889
25,5932444.7352259,2757031.4949191,-1.88888888888889,1.11111111111111,6.22222222222222,8.61111111111111,15.3333333333333,20.2777777777778,21.3333333333333,21.5555555555556,18.1666666666667,12.2222222222222,6.44444444444445,-1.33333333333333,-1.38888888888889,0.166666666666665,2.5,9.72222222222222,15.7222222222222,21.6666666666667,22,24.3333333333333,18.8888888888889,13.3888888888889,9.55555555555556,5.22222222222222,2.44444444444444,2.66666666666667,4.77777777777778,10.7222222222222,14,20.3888888888889,24.4444444444444,23.8333333333333,19.8888888888889,12.0555555555556,6.05555555555555,0.944444444444446,-3.38888888888889,-2.83333333333333,3.33333333333333,7.72222222222222,13.4444444444444,19.2222222222222,23.3333333333333,24.2222222222222,19.4444444444444,12.1111111111111,8.66666666666667,1.72222222222222,-5.61111111111111,0.111111111111113,4.44444444444444,9.94444444444444,15.8333333333333,20.1111111111111,22.8888888888889,22.7222222222222,20.4444444444444,13.5555555555556,8.66666666666667,2.5,-1.33333333333333,1.38888888888889,2.83333333333333,10.7777777777778,13.0555555555556,21.3333333333333,23.8333333333333,24.6666666666667,21,13.5,8.05555555555556,0.722222222222221,2.55555555555556,0.277777777777778,4.11111111111111,10.5555555555556,14.8333333333333,20.5,24.6666666666667,23.1111111111111,18.2222222222222,12.5,9.55555555555556,5.05555555555556,1.55555555555555,-2.83333333333333,3.11111111111111,8.55555555555556,16.1666666666667,20.5,22.8888888888889,22.6666666666667,19.7222222222222,16.4444444444444,7,2.05555555555556,1.44444444444445,1.05555555555555,4.72222222222222,10.7222222222222,14.6666666666667,22.3333333333333,24.8333333333333,22.1111111111111,19.6111111111111,11.8888888888889,6.66666666666667,1.94444444444444,-3.77777777777778,0.777777777777777,3.38888888888889,10.0555555555556,14.8888888888889,18.6666666666667,21.8333333333333,23.7222222222222,18.2777777777778,11.7777777777778,9.44444444444444,0.722222222222221,-1.27777777777778,0.277777777777778,7.22222222222222,12.1666666666667,16.7222222222222,22.1111111111111,25.5555555555556,24,20.7222222222222
42,5946764.0295771,2852536.87197846,-4.44444444444444,-0.555555555555556,6.5,8.77777777777778,15.3333333333333,19.8333333333333,20.8888888888889,20.8888888888889,16.7222222222222,11,4.94444444444444,-3.66666666666667,-3.66666666666667,-2,1.27777777777778,9.83333333333334,15.2777777777778,20.8888888888889,20.9444444444444,24,17.4444444444444,11.9444444444444,7.72222222222222,2.72222222222222,1.11111111111111,1.44444444444445,3.94444444444445,11.1111111111111,13.9444444444444,19.6111111111111,24,23.2777777777778,19.2777777777778,10.1111111111111,4.66666666666667,-1.16666666666667,-6.16666666666667,-4.61111111111111,2.88888888888889,7.94444444444444,13.8333333333333,19.4444444444444,22.8888888888889,23.5,18.0555555555556,10,6.88888888888889,0.555555555555556,-7.38888888888889,-1.38888888888889,3.83333333333333,9.77777777777778,16.3888888888889,19.3333333333333,22.2777777777778,22,18.2777777777778,10.7777777777778,5.83333333333333,-0.88888888888889,-4.72222222222222,-1.05555555555555,0.611111111111112,10.7222222222222,12.5555555555556,22.3888888888889,23.6111111111111,23.9444444444444,19.7222222222222,11.8888888888889,6.05555555555555,-2.11111111111111,0.611111111111112,-1.11111111111111,3.22222222222222,10.6666666666667,14.8888888888889,20.5555555555556,24.7777777777778,22.2222222222222,17.2777777777778,11.1111111111111,8.22222222222222,3.33333333333333,-0.277777777777778,-4.5,2.33333333333333,8.16666666666667,16.7222222222222,20.5555555555556,23.0555555555556,22.6111111111111,19.4444444444444,15.3888888888889,4.83333333333333,-1.05555555555555,-1.38888888888889,-1.33333333333333,3,11,14.2222222222222,21.5,24.2222222222222,21.1111111111111,18.3333333333333,10.6111111111111,5.16666666666667,0.111111111111113,-5.94444444444444,-0.88888888888889,3.16666666666667,10.5555555555556,15.0555555555556,19.0555555555556,21.2222222222222,22.8333333333333,16.7222222222222,10.2777777777778,8.05555555555556,-0.944444444444444,-2.5,-0.555555555555556,7.22222222222222,12.6111111111111,17.3888888888889,21.5,25.1111111111111,23,19.7777777777778
15,5785273.72459549,2462832.86124856,-0.277777777777778,2.55555555555556,8.5,11.0555555555556,17.6666666666667,22.2222222222222,22.7222222222222,22.6111111111111,18.3333333333333,13.5555555555556,6.77777777777778,-1.05555555555555,-0.222222222222221,2.33333333333333,4.33333333333333,11.8333333333333,17.0555555555556,22.7777777777778,22.6111111111111,25.1666666666667,18.6666666666667,13.7222222222222,10.4444444444444,5.83333333333333,3.22222222222222,4.11111111111111,6.83333333333333,13.1666666666667,16.3333333333333,22.1111111111111,25.2777777777778,25.4444444444444,20.7222222222222,13.0555555555556,6.44444444444445,1.27777777777778,-1.77777777777778,-1.83333333333333,6,10.5555555555556,14.5,20.4444444444444,24.2777777777778,24.7222222222222,20.2777777777778,12.3333333333333,9.61111111111111,2.11111111111111,-3.66666666666667,1.11111111111111,7,12.0555555555556,20.1111111111111,21.1666666666667,23.7222222222222,22.8333333333333,20.4444444444444,12.5555555555556,8.33333333333333,2.61111111111111,-0.111111111111111,1.72222222222222,3.66666666666667,12.1111111111111,14.1666666666667,22.7222222222222,25,25.5,22.1111111111111,14.2777777777778,8.83333333333333,0.944444444444446,4.27777777777778,1.61111111111111,6.72222222222222,13.1111111111111,17.0555555555556,21.8888888888889,25.6111111111111,24.8888888888889,18.6111111111111,12.7222222222222,9.77777777777778,5.33333333333333,3.5,-2.16666666666667,6.44444444444445,10.3333333333333,18.2222222222222,22.8333333333333,24.7777777777778,24.6666666666667,21.3888888888889,17.5,7.44444444444444,3.11111111111111,2.05555555555556,2.72222222222222,6.94444444444444,12.6111111111111,15.6666666666667,23.9444444444444,25.6111111111111,22.8888888888889,20.9444444444444,13.1111111111111,7.38888888888889,3.5,-1.94444444444444,2.5,5.72222222222222,12.5,17.4444444444444,21.3888888888889,23.0555555555556,24.8333333333333,19.2222222222222,12.9444444444444,9.83333333333334,1.88888888888889,0.222222222222221,-0.611111111111112,8.83333333333333,13.5,18.6666666666667,24.8333333333333,26.4444444444444,25,21.5555555555556
254,4659138.41108291,2609427.3898375,-5.55555555555556,-0.833333333333333,6.27777777777778,8.27777777777778,15.8888888888889,18.6111111111111,20.7222222222222,21.1666666666667,16.7777777777778,12.5555555555556,2.27777777777778,-9.83333333333333,-5.33333333333333,-4.72222222222222,0.111111111111113,10.8888888888889,15.4444444444444,18.7222222222222,22.7777777777778,21.9444444444444,15.5555555555556,10,8.22222222222222,-0.0555555555555563,-1.83333333333333,-1.44444444444445,0.111111111111113,9.05555555555555,11.7222222222222,20.6111111111111,23.8888888888889,21.8333333333333,18.3888888888889,9.05555555555555,1.94444444444444,-2.55555555555556,-7.72222222222222,-6.11111111111111,1.38888888888889,8.05555555555556,13.3333333333333,18.1111111111111,21.5,22.3333333333333,16.4444444444444,9.83333333333334,4.33333333333333,-1.33333333333333,-8.11111111111111,-4.16666666666667,4.33333333333333,9.77777777777778,14.5555555555556,18.5555555555556,20.8333333333333,18.6666666666667,18.4444444444444,10.7777777777778,5.16666666666667,-3.5,-5.33333333333333,-1.05555555555555,0.111111111111113,10.6666666666667,13.1666666666667,22.4444444444444,23.0555555555556,22.3888888888889,19.6666666666667,11.3333333333333,4.11111111111111,-6.38888888888889,0.38888888888889,-3.72222222222222,2.05555555555556,11.1111111111111,14.6666666666667,19.1666666666667,23.3333333333333,22.1111111111111,15.6666666666667,8.27777777777778,5.22222222222222,-0.88888888888889,-3.38888888888889,-9.77777777777778,4.22222222222222,7.44444444444444,16.6111111111111,20.6666666666667,21.5555555555556,22.4444444444444,18.1111111111111,13.6666666666667,2.94444444444444,-4.33333333333333,-5.94444444444444,-7.38888888888889,-0.277777777777778,9.33333333333333,12.7222222222222,20.3333333333333,21.8888888888889,20.6111111111111,17.7222222222222,9.83333333333334,3.27777777777778,-7,-10.6111111111111,-3.61111111111111,2.61111111111111,7.83333333333333,14.7777777777778,19.2222222222222,19.1666666666667,20,17.2222222222222,8.05555555555556,6.38888888888889,-4.05555555555556,-7.38888888888889,-4.5,3.94444444444445,12,15.8333333333333,20.6111111111111,23.7222222222222,22.9444444444444,16.8888888888889
147,4629299.91085195,2120203.82511431,0.722222222222221,5.61111111111111,9.16666666666667,12.0555555555556,19.7777777777778,22.7222222222222,24.3888888888889,25.3333333333333,19.7777777777778,15.6666666666667,6.05555555555555,-4.77777777777778,-1,3.5,4.66666666666667,16.2777777777778,19.0555555555556,22.5,25.2222222222222,24.8888888888889,19.1666666666667,13.3888888888889,10.3333333333333,4.61111111111111,2.72222222222222,3.66666666666667,6.22222222222222,15.1111111111111,17.4444444444444,24.6111111111111,27.3333333333333,26.0555555555556,22.4444444444444,13.1111111111111,6.38888888888889,1.5,-2.5,0.222222222222221,7.88888888888889,14.1111111111111,18.2777777777778,20.8888888888889,25.2777777777778,25.6111111111111,18.7777777777778,13.7222222222222,9.72222222222222,3.27777777777778,-0.277777777777778,1.11111111111111,10.1111111111111,13.6666666666667,21.1111111111111,22.8888888888889,24.7777777777778,22.5555555555556,20.6111111111111,15.3888888888889,10.3333333333333,1.11111111111111,3.5,5.38888888888889,6.44444444444445,14.2777777777778,17.8888888888889,24.5555555555556,26,26.6666666666667,23.0555555555556,14.2777777777778,9.88888888888889,0.777777777777777,5.94444444444445,1.66666666666667,8.88888888888889,16.7777777777778,18.9444444444444,24.3888888888889,26.1111111111111,25.9444444444444,18.7777777777778,12.6666666666667,8.05555555555556,4.61111111111111,2.16666666666667,-0.777777777777777,12.1666666666667,12.2222222222222,21.2222222222222,24.3888888888889,24.8333333333333,28.4444444444444,22.8888888888889,16.7222222222222,8.11111111111111,3.33333333333333,0.499999999999999,1.16666666666667,7.16666666666667,12.6666666666667,17.5,24.8888888888889,25.2222222222222,23.9444444444444,21.2777777777778,13.8888888888889,6.5,1.44444444444445,-1.72222222222222,3.61111111111111,9.33333333333333,13.4444444444444,18.8888888888889,25.1111111111111,23.5,23.2777777777778,20.8888888888889,12.0555555555556,10.2222222222222,1.38888888888889,-2.44444444444444,-1,7.66666666666667,15.9444444444444,19.8333333333333,26.1666666666667,26.8333333333333,26.3333333333333,20.6111111111111
213,4625081.44369655,2456272.03116532,-3.83333333333333,2,8,11,18.8888888888889,21.3888888888889,22.3333333333333,23.3888888888889,19.7222222222222,14.8333333333333,3.38888888888889,-8.55555555555556,-4.27777777777778,-2.16666666666667,2.5,14.1666666666667,18.2777777777778,21.0555555555556,24.0555555555556,23.1111111111111,17.7222222222222,12.2777777777778,9.83333333333334,1.61111111111111,0.833333333333333,0.222222222222221,2.55555555555556,11.3888888888889,14.9444444444444,23.1666666666667,25,23.0555555555556,20.2222222222222,10.5555555555556,3.72222222222222,-0.277777777777778,-5.77777777777778,-3.77777777777778,4.83333333333333,12.1111111111111,16,20,23.3333333333333,23.4444444444444,17.8333333333333,12.5555555555556,6.61111111111111,0.222222222222221,-5.5,-1.77777777777778,6.77777777777778,12.3333333333333,19.0555555555556,21,22.3333333333333,19.9444444444444,19.6111111111111,12.7777777777778,6.55555555555555,-0.222222222222221,-3.38888888888889,0.833333333333333,2.22222222222222,12.8333333333333,16.3333333333333,24.3333333333333,24.2777777777778,23.6111111111111,21.8888888888889,13.2777777777778,6.72222222222222,-4.61111111111111,2.94444444444444,-0.611111111111112,4.94444444444444,13.7222222222222,16.7222222222222,21.6666666666667,25,22.7777777777778,17.7222222222222,10.8333333333333,6.55555555555555,1.33333333333333,-2.05555555555556,-7.61111111111111,8.38888888888889,10.6111111111111,19.9444444444444,22.5555555555556,22.3333333333333,24.6111111111111,21.1111111111111,15.8333333333333,5.22222222222222,-2.44444444444444,-4.05555555555556,-4,3.16666666666667,11.1666666666667,15.1111111111111,22.7777777777778,23.1111111111111,21.7222222222222,19.2777777777778,12.3888888888889,4.38888888888889,-3.77777777777778,-7.66666666666667,-0.666666666666666,6.16666666666667,10.4444444444444,17.0555555555556,22.6666666666667,20.8888888888889,21.2777777777778,18.5,9.77777777777778,7.44444444444444,-2.61111111111111,-7.22222222222222,-4.33333333333333,6.5,14.7777777777778,17.7777777777778,23.0555555555556,25.0555555555556,24.8333333333333,19.6111111111111
196,4687334.79050734,2619934.06357759,-3.61111111111111,0.944444444444446,6.66666666666667,8,16.0555555555556,19.6666666666667,21.3333333333333,22.2222222222222,18.3888888888889,13.6666666666667,3.94444444444445,-7.66666666666667,-3.44444444444444,-2.83333333333333,0.833333333333333,10.5555555555556,15.5555555555556,19.1111111111111,22.8888888888889,22.8333333333333,16.9444444444444,11.1666666666667,9.16666666666667,1.55555555555555,0,0.722222222222221,1.11111111111111,9.22222222222222,11.8888888888889,20.6111111111111,24.3888888888889,22.9444444444444,19.1666666666667,10.2777777777778,3.55555555555555,-1,-6.33333333333333,-5,2.44444444444444,7.77777777777778,12.1666666666667,17.5555555555556,22.0555555555556,23.2777777777778,17.4444444444444,10.7777777777778,5.61111111111111,0.166666666666665,-6.55555555555556,-2.94444444444444,5.72222222222222,9.77777777777778,14.5555555555556,18.8888888888889,21.5555555555556,19.5,19.1111111111111,11.9444444444444,7.05555555555556,-1.88888888888889,-3.61111111111111,0.277777777777778,1.55555555555555,10.0555555555556,13.4444444444444,22.7777777777778,23.5,23.2222222222222,20.5555555555556,12.6666666666667,5.61111111111111,-4.5,1.72222222222222,-2.22222222222222,3.38888888888889,11.1111111111111,14.9444444444444,19.1666666666667,23.8333333333333,22.8888888888889,16.5555555555556,8.83333333333333,6.27777777777778,0.666666666666668,-1.66666666666667,-7.88888888888889,5.05555555555556,7.55555555555556,15.8888888888889,20.7222222222222,22.0555555555556,23.2222222222222,19.4444444444444,14.7222222222222,4.38888888888889,-2.38888888888889,-4.11111111111111,-5.27777777777778,1.05555555555555,9.27777777777778,12.8333333333333,20.6666666666667,22.7777777777778,22,18.9444444444444,10.9444444444444,4.38888888888889,-5.22222222222222,-8.72222222222222,-2.16666666666667,3.22222222222222,7.44444444444444,14.5555555555556,18.5555555555556,20.2777777777778,21.2222222222222,18,9.33333333333333,7.77777777777778,-2.22222222222222,-5.16666666666667,-2.83333333333333,4,12,16,21.4444444444444,25.1666666666667,24.2222222222222,18
201,4678084.31549102,2602059.55879461,-3.72222222222222,1.16666666666667,6.77777777777778,8.44444444444445,16.6666666666667,19.6111111111111,21.7222222222222,22.4444444444444,18.1666666666667,13.3888888888889,2.77777777777778,-8.88888888888889,-4.11111111111111,-3.27777777777778,1.22222222222222,11.3888888888889,15.5555555555556,19.6666666666667,23.6666666666667,22.8888888888889,16.6111111111111,11.1666666666667,9,0.777777777777777,-0.0555555555555563,0.111111111111113,1.44444444444445,9.94444444444444,12.8888888888889,21.6666666666667,25.0555555555556,22.8888888888889,19.6666666666667,9.88888888888889,3.11111111111111,-1,-5.94444444444444,-4.66666666666667,2.61111111111111,9.05555555555555,13.5,18.6111111111111,22.4444444444444,23.1111111111111,17.4444444444444,11,5.5,-0.222222222222221,-6.5,-2.55555555555556,5.11111111111111,10.2222222222222,15.5555555555556,19.5,21.7777777777778,19.7222222222222,19.1666666666667,12.1666666666667,6.5,-1.72222222222222,-4.16666666666667,0.277777777777778,1.72222222222222,10.8888888888889,13.9444444444444,23.4444444444444,24.2222222222222,23.5,20.7777777777778,12.8888888888889,5.55555555555556,-4.77777777777778,2.11111111111111,-2.11111111111111,3.5,11.7222222222222,15.3333333333333,20.1666666666667,24.7222222222222,23.5,16.8888888888889,9.11111111111111,6.05555555555555,0.999999999999998,-2.27777777777778,-7.77777777777778,5.83333333333333,8.22222222222222,17.6666666666667,21.8888888888889,23.1666666666667,23.7777777777778,20.0555555555556,15,4.11111111111111,-2.27777777777778,-4.72222222222222,-5.05555555555556,1.61111111111111,9.72222222222222,13.0555555555556,21.5555555555556,23.3333333333333,22.6111111111111,19,11.5,4.05555555555555,-5.05555555555556,-8.94444444444444,-2.05555555555556,4.22222222222222,8.5,15.5,19.7777777777778,20.7777777777778,21.3888888888889,18.5555555555556,9.38888888888889,7.44444444444444,-3.05555555555556,-5.55555555555556,-2.94444444444444,5.38888888888889,12.5555555555556,16.5,21.7777777777778,25.3888888888889,24.8333333333333,18.4444444444444
183,4722471.53890881,2398644.83039587,-3.11111111111111,3.22222222222222,8,10.7222222222222,18.7777777777778,21.3888888888889,22.8333333333333,23.8333333333333,19.2777777777778,14.4444444444444,4,-7.5,-3.33333333333333,0.666666666666668,2.83333333333333,14.9444444444444,18.4444444444444,21.1111111111111,24.1111111111111,23.5,18.3888888888889,12.5,9.94444444444444,2.5,1.55555555555555,1.38888888888889,3.22222222222222,12.4444444444444,15.2777777777778,23.1111111111111,25.5555555555556,23.6111111111111,21.1111111111111,11.6111111111111,4.5,0.0555555555555563,-5.72222222222222,-3.55555555555555,6.05555555555555,13,16.6111111111111,19.8888888888889,23.2777777777778,23.5555555555556,17.8333333333333,12.3333333333333,8,1.11111111111111,-3.88888888888889,-0.666666666666666,7.72222222222222,13.1111111111111,19.7777777777778,21.2777777777778,22.6666666666667,20.7777777777778,20.0555555555556,13.2222222222222,8,0.277777777777778,-1.77777777777778,2,3.72222222222222,13.2222222222222,16.1666666666667,23.5,24.6666666666667,24.4444444444444,21.7222222222222,13.3333333333333,7.38888888888889,-3.27777777777778,4.44444444444444,0.611111111111112,5.44444444444444,14,16.1111111111111,21.6666666666667,24.6111111111111,23.3333333333333,18.0555555555556,11.3888888888889,7.27777777777778,3,-0.388888888888889,-7.16666666666667,9.44444444444444,10.8888888888889,19.9444444444444,22.7777777777778,22.6666666666667,25.7777777777778,21.1666666666667,15.8333333333333,5.66666666666667,-0.444444444444445,-2.05555555555556,-2.55555555555556,4.22222222222222,11.6111111111111,15.2222222222222,23.1111111111111,23.2222222222222,22.3333333333333,19.7777777777778,12.6111111111111,4.83333333333333,-1.5,-6.22222222222222,0.444444444444443,7.77777777777778,11.4444444444444,17.0555555555556,22.7222222222222,21.1111111111111,21.4444444444444,18.8888888888889,10.3888888888889,8.38888888888889,-1.27777777777778,-5.66666666666667,-3.72222222222222,6.77777777777778,15.2777777777778,18.1111111111111,24,25.1111111111111,24.7777777777778,20.1666666666667
